Wavelength(nm),Flux
6941.4675394486685,723386.007162845
6940.484730203014,722103.9430661456
6939.500346945305,729624.707043728
6938.514389675542,719858.2569815414
6937.526858393725,717708.1701965239
6936.537753099854,721958.005993542
6935.547073793929,729914.4981392904
6934.55482047595,712827.3874364946
6933.560993145916,720567.1016810308
6932.56559180383,715579.861199319
6931.568616449687,714803.5906525775
6930.570067083494,740365.7980364305
6929.569943705244,712658.5448079003
6928.568246314942,704262.7542302895
6927.564974912584,710582.7850262068
6926.560129498173,699643.7077146721
6925.553710071708,700825.3428002102
6924.545716633189,707143.9997077609
6923.536149182617,702367.8103524755
6922.525007719989,686189.8720382691
6921.512292245308,693766.7162191372
6920.498002758573,680498.4159899297
6919.482139259784,681852.238086542
6918.464701748942,685521.8786348772
6917.4456902260445,676108.7577856096
6916.425104691093,675190.341071331
6915.402945144088,667521.1139502577
6914.379211585029,662174.7616036729
6913.353904013917,662004.6989388777
6912.32702243075,652376.1774691276
6911.298566835529,650324.0835579871
6910.268537228253,647990.3455413678
6909.236933608925,648249.5978420258
6908.203755977542,642205.2027025287
6907.169004334104,638918.2755956982
6906.132678678614,639373.5267740875
6905.094779011069,637605.5146737109
6904.055305331469,631128.686165309
6903.014257639817,631238.4483050907
6901.97163593611,635158.6996045741
6900.927440220348,632703.2882963961
6899.881670492533,625558.6165409064
6898.834326752665,629705.7726639382
6897.785409000742,626409.269965653
6896.734917236764,625623.3329236786
6895.682851460733,633942.9907671519
6894.629211672649,626663.8622704925
6893.57399787251,625852.959820491
6892.517210060316,623300.9680136942
6891.45884823607,623100.5662054204
6890.398912399768,629628.8111259798
6889.337402551413,628244.0346772985
6888.274318691005,636866.1003248824
6887.209660818542,630395.0108256359
6886.143428934024,630535.4287533081
6885.075623037454,638743.9140160499
6884.006243128829,638201.5822087324
6882.935289208149,634675.5926521639
6881.862761275416,643119.3823537948
6880.788659330629,641564.7977726082
6879.712983373788,653913.999306737
6878.6357334048935,656058.8640136637
6877.556909423944,661517.84633913
6876.476511430941,660452.2277405558
6875.394539425884,662648.3946590592
6874.310993408773,666892.9017358792
6873.225873379608,665517.1622507473
6872.13917933839,670528.0676848479
6871.050911285116,678362.9094198198
6869.961069219789,679627.958879483
6868.869653142408,680157.1457102753
6867.776663052973,686893.9659079745
6866.682098951485,689711.0147903038
6865.5859608379415,692065.5600355666
6864.488248712345,710222.4429022088
6863.388962574692,703449.6868688862
6862.288102424989,707235.9567739492
6861.18566826323,710599.3816884299
6860.081660089417,707958.7559606249
6858.97607790355,712119.3402235125
6857.868921705629,711554.6708035823
6856.760191495654,718842.775862638
6855.649887273625,719036.2750553567
6854.538009039542,711526.9258026795
6853.424556793405,719457.7889310097
6852.3095305352135,718776.0864179097
6851.192930264969,722562.2725270747
6850.07475598267,723538.9954817141
6848.955007688317,720356.0642942048
6847.83368538191,719553.980526839
6846.710789063449,721360.1431532325
6845.586318732932,718804.9212390329
6844.460274390365,725254.1472199357
6843.332656035741,726598.8909792136
6842.203463669065,722263.4923969193
6841.072697290333,721218.1373491375
6839.940356899548,719650.1213470631
6838.806442496709,717888.1435797598
6837.670954081816,718020.933261743
6836.53389165487,725922.1232093301
6835.395255215868,727063.9926615979
6834.255044764814,719665.6686429025
6833.113260301705,718606.2300172084
6831.969901826542,718830.5492177139
6830.8249693393245,724225.851873713
6829.678462840053,719990.370422759
6828.530382328728,716348.8542248876
6827.380727805349,716601.635806176
6826.229499269916,718154.7891298786
6825.07669672243,713507.0620860705
6823.922320162888,720588.4111571015
6822.7663695912925,722530.6859083885
6821.608845007645,722383.5825716178
6820.449746411941,721950.969915916
6819.289073804184,727202.1425976312
6818.126827184374,724104.3253982776
6816.963006552509,724248.9478001443
6815.797611908589,723572.3920784651
6814.630643252616,727154.8718162512
6813.462100584589,727440.9963827136
6812.291983904508,725322.1209275151
6811.120293212372,722913.9168607756
6809.947028508184,733803.0848728104
6808.772189791942,735146.100403703
6807.595777063644,728579.1524263578
6806.417790323293,734541.4701245428
6805.2382295708885,731933.4506732685
6804.05709480643,737519.8977870891
6802.874386029916,731810.0243419035
6801.690103241349,733338.468947691
6800.504246440728,738135.768853557
6799.3168156280535,751737.9575673718
6798.127810803325,756905.8140682684
6796.937231966541,736678.663614759
6795.745079117704,741996.9146947634
6794.5513522568135,742391.3183754531
6793.356051383869,740047.0316079465
6792.15917649887,748240.2596461249
6790.960727601816,748352.8037168278
6789.760704692709,745657.7978799845
6788.559107771548,748669.7241299431
6787.355936838334,746058.8310470191
6786.151191893065,752794.8262919048
6784.944872935741,747876.8084684239
6783.736979966365,747837.4447267001
6782.527512984933,749958.5811300895
6781.316471991448,753313.4481101141
6780.103856985908,751400.3969152599
6778.889667968316,753649.0541879499
6777.67390493867,759208.6503892437
6776.456567896968,749863.8741525767
6775.237656843214,753243.4745910065
6774.017171777405,759122.3440310071
6772.795112699541,755674.1462756222
6771.5714796096245,754389.9862497994
6770.346272507653,756629.4678476606
6769.119491393629,759328.3277570158
6767.891136267549,752831.6116815767
6766.661207129417,758618.3063200845
6765.429703979229,752385.4019757039
6764.196626816988,754262.1233115335
6762.961975642693,757315.1006439463
6761.725750456344,758608.8052281471
6760.487951257942,753176.2407010688
6759.2485780474835,762293.0198588258
6758.007630824974,760144.6848291939
6756.7651095904075,751384.7695711505
6755.52101434379,755902.638394266
6754.275345085116,750369.1034391758
6753.028101814389,755058.0902342182
6751.779284531608,754729.702925632
6750.528893236774,759078.201885
6749.276927929885,752455.0878080551
6748.023388610941,754350.5219700785
6746.768275279945,754143.0576402168
6745.511587936893,750187.5208431296
6744.253326581788,752923.6459304092
6742.993491214629,755065.7638454003
6741.7320818354165,746972.9146127455
6740.4690984441495,748893.5339201273
6739.204541040828,753786.7745491287
6737.9384096254535,748711.5234760996
6736.670704198024,755298.8815287927
6735.401424758542,755057.7792783539
6734.130571307004,754222.5227931966
6732.858143843414,764405.0914637184
6731.584142367768,750433.5346737287
6730.308566880069,746325.7558689932
6729.031417380316,752979.5938982404
6727.75269386851,749204.4998646431
6726.472396344648,744727.9738563689
6725.190524808733,748944.8036508638
6723.907079260764,753179.3325861059
6722.622059700741,749223.9625724381
6721.335466128665,748727.4462032217
6720.047298544533,743211.6089783232
6718.757556948349,749055.8942159737
6717.466241340109,745779.1055692751
6716.173351719816,745761.3927743719
6714.878888087469,745080.9999558777
6713.582850443068,748088.3723906096
6712.285238786613,739229.0926282417
6710.986053118104,739502.7566647138
6709.685293437541,745559.7241242775
6708.382959744924,744762.7818236533
6707.079052040253,742687.1906691231
6705.7735703235285,745197.2759762495
6704.466514594749,739462.0555557383
6703.157884853917,741994.8046357027
6701.84768110103,743664.3020751276
6700.535903336087,738553.498699547
6699.222551559093,742611.8605967112
6697.907625770044,740442.3223266873
6696.591125968942,754720.7516640255
6695.273052155784,740370.258046321
6693.953404330573,737755.8889984608
6692.632182493308,738539.7208823022
6691.3093866439895,731387.921961605
6689.985016782616,735728.9521221454
6688.6590729091895,737289.6126425043
6687.331555023709,742579.8120170007
6686.002463126173,732564.1776268977
6684.671797216584,741381.1580103526
6683.339557294941,737594.4557926882
6682.005743361244,738716.5850837938
6680.670355415494,729794.5349853567
6679.333393457688,731591.3633201439
6677.994857487829,740586.8878148345
6676.654747505917,730233.774990119
6675.31306351195,736290.9635235805
6673.969805505929,736100.0310195687
6672.624973487854,734350.8809162786
6671.278567457724,733559.0936053881
6669.930587415542,735568.4097422939
6668.581033361304,737335.5008052221
6667.229905295013,734900.8399330678
6665.877203216669,735597.2853942238
6664.522927126269,731755.7144922586
6663.167077023817,738426.938362735
6661.809652909309,728553.5049287317
6660.450654782749,730763.6617958782
6659.090082644134,732588.9391387837
6657.727936493465,734746.6698656185
6656.364216330741,727278.8097588619
6654.9989221559645,733553.7291186423
6653.632053969133,728923.0064782033
6652.263611770249,733407.2968574889
6650.89359555931,727584.6426267956
6649.522005336316,728063.3753568048
6648.14884110127,727462.310057186
6646.774102854169,730144.5092485317
6645.397790595014,726726.6767634198
6644.019904323804,727515.9629037237
6642.640444040542,723490.1482842872
6641.259409745225,722357.1092209336
6639.876801437854,732406.6536723851
6638.492619118429,722255.4806448831
6637.10686278695,719543.59288886
6635.719532443417,714678.1284611463
6634.330628087829,713946.4891398257
6632.940149720189,713341.9628931077
6631.548097340493,715146.9991798514
6630.154470948744,706677.6826979103
6628.7592705449415,715272.4436837523
6627.362496129084,709814.8509786759
6625.964147701174,706583.099406044
6624.564225261209,698847.8169433917
6623.1627288091895,699659.6876625837
6621.759658345117,701106.584557061
6620.355013868989,685828.5554167666
6618.948795380809,684696.4151372853
6617.541002880573,678919.5499517752
6616.131636368284,677032.6312786507
6614.720695843942,672323.7378453756
6613.308181307544,668907.707416283
6611.894092759094,664132.018091075
6610.478430198589,656363.5419578366
6609.061193626029,649012.6964249869
6607.642383041416,643524.4904004636
6606.221998444749,638563.7787392609
6604.800039836028,634145.1576022183
6603.376507215253,625851.63873352
6601.951400582425,621291.4193164657
6600.524719937541,624503.8126755344
6599.096465280604,618493.4869509857
6597.666636611613,612366.701221892
6596.235233930569,612031.4681392659
6594.802257237469,607195.0513259555
6593.367706532316,602544.9780092305
6591.93158181511,598551.923879187
6590.493883085848,602093.4961927296
6589.054610344533,597350.0256430852
6587.613763591164,603613.517454368
6586.171342825742,599944.8119919581
6584.7273480482645,602658.6171338889
6583.281779258733,603566.1539246768
6581.834636457148,603810.321153904
6580.385919643509,600501.6583507027
6578.935628817816,606157.4691175054
6577.48376398007,617641.0535996321
6576.0303251302685,616281.3962344794
6574.575312268413,614087.018908943
6573.1187253945045,619922.9297892185
6571.660564508542,622121.4126824912
6570.200829610525,630799.8452833343
6568.739520700454,632067.2848602952
6567.276637778328,640834.3707346217
6565.812180844149,646950.6587978926
6564.346149897916,653703.3935555884
6562.87854493963,655666.5638356524
6561.409365969289,662200.5609043925
6559.9386129868935,670970.7916199227
6558.466285992445,679690.4996771639
6556.9923849859415,688136.9430634888
6555.516909967384,689481.6086892991
6554.039860936773,698483.1449270207
6552.561237894108,703906.4923741294
6551.081040839389,706403.1826445656
6549.599269772616,713031.201818894
6548.115924693789,715859.5526276391
6546.631005602908,725697.005902133
6545.144512499974,724804.0916581119
6543.656445384984,729969.1456115969
6542.166804257941,735587.6251793702
6540.675589118845,757047.1594282651
6539.182799967693,744738.142869857
6537.688436804488,739342.7566936385
6536.192499629229,738104.6287254422
6534.694988441916,747190.0284230987
6533.195903242549,745747.5294714153
6531.695244031129,752457.3139412503
6530.193010807653,752076.6324229037
6528.689203572125,751097.1314167643
6527.183822324541,751941.0506381145
6525.676867064904,752157.1766656318
6524.168337793213,756629.4937588987
6522.6582345094685,757893.4223012922
6521.146557213669,760372.3045283218
6519.633305905817,765751.8513440461
6518.118480585909,764975.656035881
6516.602081253948,761731.7055583136
6515.084107909934,759785.3516630469
6513.564560553864,762990.5921003649
6512.043439185742,760732.2890657946
6510.520743805564,763225.7548904021
6508.996474413333,762816.7542748121
6507.470631009048,758358.1432733713
6505.943213592709,765410.039983694
6504.414222164316,758805.1405378748
6502.8836567238695,758412.2946841707
6501.351517271369,765365.2704589154
6499.817803806814,757320.8896548896
6498.282516330204,759876.5011912494
6496.745654841541,755093.696791542
6495.207219340824,763066.2006172657
6493.667209828053,767096.6555867324
6492.125626303228,759729.3760061568
6490.58246876635,758749.761201145
6489.037737217415,758231.5090668064
6487.49143165643,759568.578783714
6485.943552083389,752606.6837648932
6484.394098498293,758960.1496985325
6482.8430709011445,752890.7328723713
6481.290469291942,750256.8869198093
6479.736293670685,751805.1368144221
6478.180544037373,746323.029497707
6476.623220392008,746459.380957625
6475.064322734589,741041.8065243523
6473.503851065116,745985.0817660495
6471.94180538359,741519.1956957293
6470.378185690008,741453.7241538578
6468.812991984373,749248.3344038642
6467.246224266684,735714.1213825021
6465.677882536942,735801.4770589785
6464.107966795144,737040.8881341736
6462.536477041293,735915.456522614
6460.963413275389,736322.9814900121
6459.388775497429,736280.927208549
6457.812563707416,734068.4165530367
6456.234777905349,729106.3374271553
6454.655418091228,733331.4350255773
6453.074484265053,728232.9685870168
6451.491976426824,729294.9026755447
6449.907894576541,727010.7501953513
6448.322238714204,727263.70866871
6446.735008839813,720150.2508333427
6445.146204953369,731816.6241382287
6443.555827054869,726524.5362889089
6441.963875144316,724476.8982611501
6440.37034922171,722384.5069609872
6438.775249287048,725726.7589951184
6437.178575340333,727341.5101499947
6435.580327381564,730709.4798220412
6433.980505410741,726408.9034326115
6432.379109427865,730981.0540511354
6430.776139432934,732970.5141615468
6429.171595425949,731427.1339676366
6427.56547740691,731061.1809695652
6425.9577853758165,733029.095209501
6424.34851933267,737681.2159082931
6422.7376792774685,731922.2127575487
6421.125265210213,735930.6700236811
6419.511277130905,750602.2102927837
6417.895715039541,777802.9109192735
6416.278578936124,751409.8891648627
6414.659868820653,743651.0608943868
6413.039584693129,738987.4049615958
6411.417726553549,745484.0180168379
6409.794294401917,743183.7755195694
6408.16928823823,745134.463189421
6406.542708062489,741312.9843810719
6404.914553874694,739723.8280506621
6403.284825674845,744838.1815739749
6401.653523462942,748639.3653874317
6400.020647238985,751212.7788074233
6398.386197002974,750081.5655160779
6396.750172754909,753327.8776111774
6395.112574494789,756668.0101419159
6393.473402222617,757577.3713695427
6391.8326559383895,757819.1169467942
6390.190335642109,754889.2762928663
6388.546441333773,761603.2436557872
6386.900973013385,767164.1858287244
6385.253930680941,763294.8247180571
6383.605314336444,769062.0129099127
6381.955123979893,767538.6970225668
6380.303359611288,765571.9620109171
6378.650021230629,770766.4350347496
6376.995108837917,771363.6289930306
6375.33862243315,771895.9838264311
6373.680562016329,778145.4478401337
6372.020927587454,774453.9822625984
6370.359719146525,777077.1972853502
6368.696936693541,774843.215966792
6367.032580228504,778270.0806181547
6365.366649751413,782478.5703808729
6363.699145262268,779218.452769063
6362.03006676107,779119.7760245012
6360.359414247816,778559.1573619184
6358.687187722509,785372.7789615395
6357.0133871851485,782219.1303668148
6355.338012635733,783930.4440303154
6353.661064074264,789276.1797674376
6351.982541500742,795321.5743851489
6350.302444915164,799122.7806416376
6348.620774317533,793277.6167458756
6346.937529707848,795661.5304918065
6345.252711086109,800969.5419092182
6343.566318452316,812471.0546602665
6341.87835180647,799561.6519952225
6340.188811148569,800389.8170125969
6338.497696478613,796589.0312322283
6336.805007796604,808091.0917515524
6335.110745102542,804186.2241506784
6333.414908396425,803061.5538409847
6331.7174976782535,807041.9517525842
6330.018512948028,810919.3573642253
6328.31795420575,807998.8897798357
6326.615821451416,807301.9795654927
6324.912114685029,812784.3675610742
6323.206833906588,814761.8712970831
6321.4999791160935,809776.9154935827
6319.791550313545,813908.7706668279
6318.081547498941,810847.6969690308
6316.369970672285,809608.3849822395
6314.656819833573,810470.1745379322
6312.942094982808,816006.0643220582
6311.225796119989,806894.6459283584
6309.507923245117,816370.21103386
6307.78847635819,812059.0609837553
6306.067455459208,810942.9186437136
6304.344860548173,809596.786517376
6302.620691625084,807473.5726548297
6300.894948689942,811560.7603197591
6299.167631742745,812961.8905544579
6297.438740783493,805387.4463630676
6295.708275812189,807545.4309621017
6293.976236828829,807579.0655053162
6292.2426238334165,799979.421304888
6290.507436825948,806685.7782442115
6288.770675806428,807843.351050746
6287.032340774854,801559.0097971164
6285.2924317312245,806241.9456046154
6283.550948675542,807682.6335429754
6281.807891607805,803585.118147153
6280.063260528013,804575.3665950262
6278.317055436169,801180.9964144143
6276.5692763322695,803814.1129680176
6274.819923216317,807498.3841029442
6273.068996088309,816092.3186284204
6271.316494948249,804637.2590510714
6269.562419796133,800916.0123087855
6267.806770631964,806438.3012048258
6266.049547455741,808196.07632422
6264.290750267464,805739.0880600844
6262.530379067133,801779.4351946113
6260.768433854748,801679.3637017187
6259.004914630309,799663.5702664681
6257.239821393816,810305.8677389818
6255.473154145269,807300.6020875594
6253.704912884668,810079.6984438441
6251.935097612013,802429.2946495126
6250.163708327304,805949.5531781139
6248.390745030541,805582.1204891171
6246.616207721725,800278.3544791084
6244.840096400853,805089.393662547
6243.062411067929,807739.6797873146
6241.28315172295,811962.5395389408
6239.502318365917,807534.2173347643
6237.71991099683,805632.1118354963
6235.935929615688,814964.0848931632
6234.150374222492,811736.6212429765
6232.363244817244,820933.2661574931
6230.574541399941,825426.5185179691
6228.784263970584,808746.7398693938
6226.992412529173,814496.2764879566
6225.198987075709,820091.1753936904
6223.40398761019,815846.3921509021
6221.607414132615,816508.1554301439
6219.809266642989,815322.0009036489
6218.009545141308,815119.3902427463
6216.2082496275725,816676.6516983199
6214.405380101784,818500.8809837218
6212.600936563941,819037.3178909218
6210.794919014044,821340.0409778829
6208.987327452094,824005.3085628117
6207.178161878088,819885.9549577158
6205.367422292029,821415.3944444716
6203.555108693917,821957.9056431501
6201.741221083749,820891.8185212199
6199.925759461528,830416.3418620883
6198.108723827254,825650.446399022
6196.290114180924,832205.9249426791
6194.469930522541,825068.6489072905
6192.648172852105,831852.837325397
6190.824841169614,825882.8376348311
6188.999935475068,834938.8282673478
6187.1734557684695,833315.2874657153
6185.345402049816,833923.7173519327
6183.51577431911,837134.9918801531
6181.684572576349,838000.6723831511
6179.851796821533,832561.1430085836
6178.017447054664,836135.0815071032
6176.181523275741,854949.2746837162
6174.344025484765,870070.425388
6172.504953681733,853224.601293603
6170.6643078666475,840609.7443796226
6168.822088039509,841913.5170268259
6166.978294200317,837641.1069457142
6165.13292634907,842734.4216070081
6163.2859844857685,838997.3754732995
6161.437468610413,836639.3987954522
6159.587378723004,835687.3956653691
6157.735714823541,844613.8859219692
6155.882476912025,845630.4316949821
6154.027664988453,851100.7939506876
6152.171279052828,843527.9565195952
6150.313319105149,837862.1031520554
6148.453785145416,843815.5423228309
6146.592677173629,841339.252800793
6144.729995189788,845541.6954167951
6142.865739193893,843795.1916324496
6140.9999091859445,846065.8090134438
6139.132505165942,843204.8007011077
6137.263527133884,845250.6106635776
6135.392975089773,852178.2834391501
6133.520849033608,849103.8231737502
6131.6471489653895,857801.7037556389
6129.771874885117,853473.1889900996
6127.895026792789,850855.3352444643
6126.016604688408,861995.9194056796
6124.136608571973,864098.1175896252
6122.2550384434835,862819.6223176137
6120.371894302942,875452.6473321381
6118.487176150344,867734.6095616106
6116.600883985693,867397.4761341322
6114.713017808988,863966.1167413532
6112.823577620229,874375.766717328
6110.932563419417,873720.8799062042
6109.03997520655,875311.2326018382
6107.145812981627,873560.5452633752
6105.250076744653,878674.2061279966
6103.352766495624,880833.0878723684
6101.453882234541,884098.1810820224
6099.553423961404,884390.3713438364
6097.651391676213,891390.3251085886
6095.747785378968,891989.4444801499
6093.842605069669,888287.0957545271
6091.935850748316,897753.5844114692
6090.02752241491,891910.7078642556
6088.117620069448,888293.5809303524
6086.206143711934,897197.3331509348
6084.293093342365,900498.8345451731
6082.378468960742,905207.7542331372
6080.4622705670645,899798.7840233884
6078.544498161333,909742.0562333295
6076.625151743548,907010.603399156
6074.704231313709,909185.0673442786
6072.781736871816,912041.5598035498
6070.85766841787,912588.8725036576
6068.932025951868,913378.3514810364
6067.004809473812,914736.3621462542
6065.076018983705,913049.8876310667
6063.145654481541,917797.3164258954
6061.213715967324,917120.5728021513
6059.280203441053,913994.5403202354
6057.3451169027285,920019.4141922446
6055.40845635235,931108.4480987156
6053.470221789917,925952.04604109
6051.530413215429,920198.004298661
6049.5890306288875,920277.7201631225
6047.646074030294,922151.6303541996
6045.701543419645,932111.4512118279
6043.755438796941,920877.3911388807
6041.807760162184,922113.126340848
6039.858507515373,926473.0088427664
6037.907680856508,921709.6011665226
6035.95528018559,929469.1290986751
6034.001305502617,928744.0247668027
6032.045756807589,922361.6040595764
6030.088634100508,921877.1346122895
6028.129937381374,927927.7064429851
6026.169666650185,939225.4650959752
6024.207821906941,931135.3350988257
6022.244403151644,931474.8381158994
6020.279410384293,934692.5356696316
6018.312843604888,931675.4816081611
6016.34470281343,930572.5706411562
6014.374988009917,936698.6309156329
6012.4036991943485,923620.7756372357
6010.430836366728,932908.4364977367
6008.456399527054,935012.0357082626
6006.480388675325,931747.6096579465
6004.5028038115415,935316.4358626199
6002.523644935704,930777.8191849705
6000.542912047813,930134.2653659725
5998.560605147868,939850.0294322657
5996.57672423587,936395.9855420939
5994.591269311815,942291.1718156586
5992.604240375709,929241.6385844623
5990.615637427549,936683.1439442773
5988.625460467333,937484.5763166324
5986.633709495064,939443.1800055319
5984.640384510741,934189.6587470116
5982.645485514364,943807.1777899143
5980.649012505933,948748.0029527837
5978.650965485449,933743.9212370703
5976.65134445291,941674.092033045
5974.650149408317,944299.0435113618
5972.647380351669,942643.3852298326
5970.643037282969,940905.2944021936
5968.637120202213,949107.6546890674
5966.629629109404,952390.6185664181
5964.620564004541,958191.3424705142
5962.609924887624,950846.2342462051
5960.5977117586535,955256.9370707958
5958.583924617628,941851.6228855442
5956.568563464549,960624.0708328189
5954.551628299416,954352.8419590805
5952.5331191222285,963063.9262095682
5950.513035932989,959069.1253362799
5948.491378731693,958956.9524219091
5946.468147518344,957284.8895071392
5944.443342292941,964504.7331729954
5942.416963055484,961737.200874852
5940.389009805973,959594.8511701574
5938.359482544409,967191.5862553938
5936.328381270789,968207.0091217674
5934.295705985116,969639.0298493244
5932.261456687389,970308.7136069596
5930.225633377609,965930.5397807701
5928.188236055774,968346.9193335193
5926.149264721885,965790.9812902036
5924.108719375941,971732.350009623
5922.066600017944,968201.1523089075
5920.022906647893,980205.7074099018
5917.977639265788,972588.5593724065
5915.930797871629,970677.8682400022
5913.882382465416,974176.5145313693
5911.832393047149,973160.9574557965
5909.780829616829,973554.243578217
5907.727692174453,967693.5548827266
5905.6729807200245,979156.8979035445
5903.616695253541,972678.1005489024
5901.558835775004,970185.0250753425
5899.499402284414,973137.0396114702
5897.438394781768,968642.3518084789
5895.375813267069,972378.5069993284
5893.311657740316,965827.6056046062
5891.24592820151,977173.638118685
5889.178624650649,974894.8543688519
5887.109747087734,963994.7326969937
5885.0392955127645,967110.5852867587
5882.967269925741,970273.5865260522
5880.8936703266645,978703.5457236068
5878.818496715534,970745.837538303
5876.741749092348,968632.7858605733
5874.663427457109,976481.659018281
5872.583531809816,967604.4918160347
5870.50206215047,964226.0899257279
5868.419018479068,970975.3136860522
5866.334400795613,971071.556854291
5864.248209100105,976600.1978570562
5862.160443392541,979324.0284716127
5860.071103672924,983293.613322404
5857.980189941253,982859.1889312755
5855.887702197529,979241.9938128534
5853.79364044175,977565.3365570545
5851.698004673916,980072.9573071952
5849.60079489403,984015.9636145668
5847.502011102088,988933.5127629
5845.401653298093,991421.7984257914
5843.299721482044,996129.0815848547
5841.196215653941,993998.1383484986
5839.091135813784,994410.4515024906
5836.984481961573,985909.5423868594
5834.876254097308,986699.537005517
5832.76645222099,993330.4508930214
5830.655076332616,991584.1646224258
5828.542126432189,993088.5982888687
5826.427602519708,1001713.0127362033
5824.311504595173,994695.1070769301
5822.193832658584,1000093.2770531595
5820.074586709941,1019864.4615452257
5817.953766749244,1007978.5635205369
5815.831372776493,1012695.7616862552
5813.7074047916885,1014778.7295357801
5811.581862794829,1012416.8843271283
5809.454746785916,1013261.1625585312
5807.3260567649495,1016484.7382185117
5805.195792731928,1022699.6281387409
5803.063954686853,1028616.250133532
5800.930542629723,1020785.2522223758
5798.795556560541,1032944.841679952
5796.658996479305,1031346.8849124509
5794.520862386013,1034566.1394402965
5792.381154280669,1042653.6412240549
5790.23987216327,1038278.0645753051
5788.0970160338165,1045400.0800250309
5785.95258589231,1047983.365398938
5783.806581738749,1053293.2799009518
5781.659003573133,1052562.3839009285
5779.5098513954645,1062215.1295338334
5777.359125205741,1069398.719511424
5775.206825003965,1074797.2177772266
5773.052950790134,1066863.493363719
5770.8975025642485,1071288.459250604
5768.74048032631,1080240.8164506666
5766.581884076315,1078970.9357239523
5764.42171381427,1090814.3404291384
5762.259969540169,1091374.9792207268
5760.096651254014,1098303.5061413718
5757.931758955803,1094044.6358882142
5755.765292645541,1102987.1689182997
5753.597252323225,1109792.0967413727
5751.427637988853,1105830.5019141093
5749.2564496424275,1116551.1596072197
5747.083687283949,1112054.4963529569
5744.909350913416,1120408.8703322657
5742.733440530829,1114039.9554533837
5740.555956136188,1124440.7401765431
5738.376897729493,1128436.4313169757
5736.196265310744,1132967.3549112848
5734.01405887994,1139372.5763666467
5731.830278437084,1139353.0724800497
5729.644923982173,1135108.505462843
5727.457995515208,1146709.73338692
5725.2694930361895,1147458.4468829005
5723.079416545116,1150212.305446463
5720.887766041989,1145912.7516682518
5718.694541526809,1150071.837422173
5716.499742999573,1150225.4702536664
5714.303370460284,1172548.4981725197
5712.105423908942,1136888.9889662752
5709.905903345544,1147724.4528303968
5707.704808770093,1137874.8810984504
5705.502140182588,1143409.3237665694
5703.297897583029,1136098.601864261
5701.092080971416,1128472.08345107
5698.88469034775,1136719.1572885597
5696.675725712029,1122692.3137578862
5694.465187064253,1113061.887136924
5692.253074404424,1106206.2268283844
5690.039387732541,1101298.7690401294
5687.824127048605,1084242.8797245773
5685.6072923526135,1081793.140847034
5683.388883644568,1070927.167360172
5681.168900924469,1064002.5433806726
5678.947344192316,1061377.8675902954
5676.724213448109,1045200.3147131708
5674.499508691848,1034054.0318490131
5672.273229923532,1034587.5464881713
5670.045377143165,1033702.1305826501
5667.815950350741,1017217.647116734
5665.584949546264,1014251.9405953783
5663.352374729733,1004683.3745815377
5661.1182259011475,1011607.9663141886
5658.882503060509,1005382.399482718
5656.645206207817,998046.9325825557
5654.406335343069,1014529.0098766738
5652.165890466268,1005001.8053143212
5649.923871577413,1009315.0520461658
5647.680278676504,1013009.0191674265
5645.435111763541,1010312.8118255843
5643.188370838524,1014265.6034456257
5640.940055901454,1015451.0813629149
5638.690166952329,1022646.7199937862
5636.438703991149,1024788.0833172448
5634.185667017917,1034269.637921788
5631.9310560326285,1038550.8034747374
5629.674871035288,1038990.4201471647
5627.417112025894,1031566.1413944525
5625.157779004444,1035206.168864232
5622.896871970942,1048170.7005462585
5620.634390925384,1045618.5276943307
5618.370335867774,1039117.3634846238
5616.104706798109,1048205.5941366282
5613.83750371639,1044696.9133798326
5611.568726622616,1045672.5153089867
5609.29837551679,1048244.7175045924
5607.026450398908,1052214.568237007
5604.752951268973,1047953.3949271254
5602.477878126984,1051844.339811409
5600.201230972942,1056543.0859557728
5597.923009806845,1069623.7381967646
5595.643214628693,1070167.2364424674
5593.361845438489,1066594.1519048843
5591.07890223623,1071785.0473695947
5588.794385021916,1068000.9650904483
5586.508293795549,1080396.0341173757
5584.220628557128,1083975.4993972823
5581.931389306654,1096788.8298860409
5579.640576044123,1097887.8761722094
5577.348188769542,1106140.7533958773
5575.054227482905,1107479.0591159556
5572.758692184214,1116392.4534809203
5570.461582873468,1120392.406351554
5568.162899550669,1118255.4292022781
5565.862642215816,1128431.5710469303
5563.56081086891,1132806.629738994
5561.2574055099485,1138857.8639716036
5558.952426138932,1135915.6572634259
5556.645872755864,1142172.6626763667
5554.337745360741,1148563.914785012
5552.0280439535645,1176301.6229889109
5549.716768534334,1160379.0938782187
5547.403919103048,1173335.367846026
5545.0894956597085,1176898.7535380253
5542.773498204316,1179818.1510033703
5540.4559267368695,1188469.0783534683
5538.136781257368,1195889.5163651104
5535.816061765813,1198384.5475459574
5533.493768262204,1208997.6165834574
5531.169900746541,1201771.6650752006
5528.844459218824,1210289.5602436636
5526.517443679054,1218739.1060185684
5524.188854127228,1227770.0672011958
5521.858690563349,1217859.0578833998
5519.526952987417,1231005.7931621508
5517.193641399428,1236906.7795464725
5514.858755799388,1235908.854758132
5512.522296187293,1247859.2964734675
5510.184262563144,1240584.3057340109
5507.844654926941,1244215.424482207
5505.503473278684,1243678.4106784323
5503.160717618373,1249801.2813872877
5500.816387946008,1247441.2025031613
5498.470484261589,1262662.0371646062
