Wavelength(A),Weight
4.946699669966996225e+03,8.898978545898730275e-01
4.947084708470847545e+03,8.896269161318989260e-01
4.947469746974697046e+03,8.893568315618147757e-01
4.947854785478547456e+03,8.890867469917300703e-01
4.948239823982397866e+03,8.888168002597190975e-01
4.948624862486248276e+03,8.885469369892941005e-01
4.949009900990098686e+03,8.882770778433353165e-01
4.949394939493949096e+03,8.880073749688215390e-01
4.949779977997799506e+03,8.877376720943076505e-01
4.950165016501649916e+03,8.874683286581573904e-01
4.950550055005500326e+03,8.871994644731583390e-01
4.950935093509350736e+03,8.869306002881593987e-01
4.951320132013201146e+03,8.866617432003919275e-01
4.951705170517051556e+03,8.863928875515820760e-01
4.952090209020901966e+03,8.861240993026433532e-01
4.952475247524752376e+03,8.858555313362102002e-01
4.952860286028602786e+03,8.855869633697771581e-01
4.953245324532453196e+03,8.853186912217937410e-01
4.953630363036303606e+03,8.850505875444073522e-01
4.954015401540154016e+03,8.847824819360555759e-01
4.954400440044004426e+03,8.845143299845381613e-01
4.954785478547854837e+03,8.842461780330207466e-01
4.955170517051705247e+03,8.839781628137468594e-01
4.955555555555555657e+03,8.837103196124567184e-01
4.955940594059406067e+03,8.834424764111665773e-01
4.956325632563256477e+03,8.831747450847691194e-01
4.956710671067106887e+03,8.829070341679805534e-01
4.957095709570957297e+03,8.826392960891230599e-01
4.957480748074807707e+03,8.823714758996437091e-01
4.957865786578658117e+03,8.821036557101643583e-01
4.958250825082508527e+03,8.818360191634648793e-01
4.958635863586358028e+03,8.815684808817620954e-01
4.959020902090209347e+03,8.813009370468020132e-01
4.959405940594058848e+03,8.810332964682761059e-01
4.959790979097910167e+03,8.807656558897489774e-01
4.960176017601759668e+03,8.804979493536645441e-01
4.960561056105610987e+03,8.802301644929781954e-01
4.960946094609460488e+03,8.799623796322931790e-01
4.961331133113311807e+03,8.796946152795394047e-01
4.961716171617161308e+03,8.794268542652876608e-01
4.962101210121011718e+03,8.791590314251079841e-01
4.962486248624862128e+03,8.788910352035232965e-01
4.962871287128712538e+03,8.786230389819386088e-01
4.963256325632562948e+03,8.783549001767839703e-01
4.963641364136413358e+03,8.780866897738710541e-01
4.964026402640263768e+03,8.778184646319139306e-01
4.964411441144114178e+03,8.775500392846052877e-01
4.964796479647964588e+03,8.772816139372967559e-01
4.965181518151814998e+03,8.770130397011226542e-01
4.965566556655665408e+03,8.767442985289479740e-01
4.965951595159515819e+03,8.764755573567732938e-01
4.966336633663366229e+03,8.762065091753660218e-01
4.966721672167216639e+03,8.759374168488403001e-01
4.967106710671067049e+03,8.756682218126414785e-01
4.967491749174917459e+03,8.753987588842019330e-01
4.967876787678767869e+03,8.751292959557624984e-01
4.968261826182618279e+03,8.748595706161312879e-01
4.968646864686468689e+03,8.745897217888806141e-01
4.969031903190319099e+03,8.743198233061567626e-01
4.969416941694169509e+03,8.740493751887136176e-01
4.969801980198019919e+03,8.737789270712704726e-01
4.970187018701870329e+03,8.735082597376797597e-01
4.970572057205720739e+03,8.732373602928740208e-01
4.970957095709571149e+03,8.729664608480681709e-01
4.971342134213421559e+03,8.726950986893062812e-01
4.971727172717271969e+03,8.724236785053215426e-01
4.972112211221121470e+03,8.721520137506270087e-01
4.972497249724972789e+03,8.718797543534198002e-01
4.972882288228822290e+03,8.716074949562139240e-01
4.973267326732673610e+03,8.713348896229023977e-01
4.973652365236523110e+03,8.710621319638179871e-01
4.974037403740374430e+03,8.707893070007449721e-01
4.974422442244223930e+03,8.705158565064982090e-01
4.974807480748075250e+03,8.702424060122502247e-01
4.975192519251924750e+03,8.699685614146729362e-01
4.975577557755775160e+03,8.696943227137643451e-01
4.975962596259625570e+03,8.694200840128558649e-01
4.976347634763475980e+03,8.691453424775932302e-01
4.976732673267326390e+03,8.688705468399000598e-01
4.977117711771176801e+03,8.685954757747164079e-01
4.977502750275027211e+03,8.683197792059792475e-01
4.977887788778877621e+03,8.680440826372420871e-01
4.978272827282728031e+03,8.677678513759482515e-01
4.978657865786578441e+03,8.674914002007804159e-01
4.979042904290428851e+03,8.672148816307500008e-01
4.979427942794279261e+03,8.669378256298939656e-01
4.979812981298129671e+03,8.666607696290379304e-01
4.980198019801980081e+03,8.663830959645913987e-01
4.980583058305830491e+03,8.661048389511984968e-01
4.980968096809680901e+03,8.658265819378055950e-01
4.981353135313531311e+03,8.655476987249752785e-01
4.981738173817381721e+03,8.652687589396100831e-01
4.982123212321232131e+03,8.649895657098062296e-01
4.982508250825082541e+03,8.647098339105704357e-01
4.982893289328932951e+03,8.644301021113345307e-01
4.983278327832783361e+03,8.641493873661129088e-01
4.983663366336633771e+03,8.638682957601775403e-01
4.984048404840484181e+03,8.635871202035118044e-01
4.984433443344334592e+03,8.633053608076762808e-01
4.984818481848185002e+03,8.630236014118407573e-01
4.985203520352035412e+03,8.627412226729986866e-01
4.985588558855885822e+03,8.624582915471508127e-01
4.985973597359736232e+03,8.621753604213029387e-01
4.986358635863585732e+03,8.618911729906185704e-01
4.986743674367437052e+03,8.616068930712333929e-01
4.987128712871286552e+03,8.613223800065862301e-01
4.987513751375137872e+03,8.610374026441058870e-01
4.987898789878987373e+03,8.607524252816269872e-01
4.988283828382838692e+03,8.604661698210692711e-01
4.988668866886688193e+03,8.601794586046094260e-01
4.989053905390539512e+03,8.598925800300240008e-01
4.989438943894389013e+03,8.596046733983911947e-01
4.989823982398239423e+03,8.593167667667576115e-01
4.990209020902089833e+03,8.590284653806959936e-01
4.990594059405940243e+03,8.587398315698527851e-01
4.990979097909790653e+03,8.584511977590095766e-01
4.991364136413641063e+03,8.581601974733485960e-01
4.991749174917491473e+03,8.578690613477433224e-01
4.992134213421341883e+03,8.575776242696617757e-01
4.992519251925192293e+03,8.572856247558048315e-01
4.992904290429042703e+03,8.569936252419479983e-01
4.993289328932893113e+03,8.567007322210141718e-01
4.993674367436743523e+03,8.564075436292982735e-01
4.994059405940593933e+03,8.561139518723206443e-01
4.994444444444444343e+03,8.558181501724275719e-01
4.994829482948294753e+03,8.555223484725344996e-01
4.995214521452145163e+03,8.552261230381421608e-01
4.995599559955995574e+03,8.549295607891477244e-01
4.995984598459845984e+03,8.546329985401532880e-01
4.996369636963696394e+03,8.543345413094228791e-01
4.996754675467546804e+03,8.540360051211201009e-01
4.997139713971397214e+03,8.537366438034618144e-01
4.997524752475247624e+03,8.534358336366204556e-01
4.997909790979098034e+03,8.531350234697790968e-01
4.998294829482948444e+03,8.528336228070744207e-01
4.998679867986798854e+03,8.525320414702624028e-01
4.999064906490649264e+03,8.522299678462050831e-01
4.999449944994499674e+03,8.519254661613273605e-01
4.999834983498350084e+03,8.516209644764495268e-01
5.000220022002200494e+03,8.513154965218316939e-01
5.000605060506049995e+03,8.510093038649093611e-01
5.000990099009901314e+03,8.507031112079856960e-01
5.001375137513750815e+03,8.503961643087852851e-01
5.001760176017602134e+03,8.500891975028957992e-01
5.002145214521451635e+03,8.497806918982803159e-01
5.002530253025302954e+03,8.494696449442501462e-01
5.002915291529152455e+03,8.491585979902214198e-01
5.003300330033003775e+03,8.488468212477119357e-01
5.003685368536853275e+03,8.485348386674278487e-01
5.004070407040703685e+03,8.482225671601758554e-01
5.004455445544554095e+03,8.479090045105394102e-01
5.004840484048404505e+03,8.475954418609028540e-01
5.005225522552254915e+03,8.472796525553182301e-01
5.005610561056105325e+03,8.469622882979654932e-01
5.005995599559955735e+03,8.466449240406127563e-01
5.006380638063806146e+03,8.463267828876457344e-01
5.006765676567656556e+03,8.460086327532265749e-01
5.007150715071506966e+03,8.456894429321727413e-01
5.007535753575357376e+03,8.453686366640154048e-01
5.007920792079207786e+03,8.450478303958580684e-01
5.008305830583058196e+03,8.447246833397166199e-01
5.008690869086908606e+03,8.444009300363274351e-01
5.009075907590759016e+03,8.440770212616562906e-01
5.009460946094609426e+03,8.437524793358226471e-01
5.009845984598459836e+03,8.434279374099890036e-01
5.010231023102310246e+03,8.431010413194545139e-01
5.010616061606160656e+03,8.427725757857860156e-01
5.011001100110011066e+03,8.424441044912115428e-01
5.011386138613861476e+03,8.421136226404765113e-01
5.011771177117711886e+03,8.417831407897414797e-01
5.012156215621562296e+03,8.414523395123179039e-01
5.012541254125412706e+03,8.411210703422800083e-01
5.012926292629263116e+03,8.407898011722422238e-01
5.013311331133113526e+03,8.404543047607281325e-01
5.013696369636963937e+03,8.401178075535288281e-01
5.014081408140813437e+03,8.397811208190852916e-01
5.014466446644664757e+03,8.394437271992394312e-01
5.014851485148514257e+03,8.391063335793951250e-01
5.015236523652365577e+03,8.387677918016066547e-01
5.015621562156215077e+03,8.384285290874372576e-01
5.016006600660066397e+03,8.380891893152381256e-01
5.016391639163915897e+03,8.377454315494262671e-01
5.016776677667767217e+03,8.374016737836127433e-01
5.017161716171616717e+03,8.370575993868346609e-01
5.017546754675467128e+03,8.367130877377690901e-01
5.017931793179317538e+03,8.363685760887034082e-01
5.018316831683167948e+03,8.360214294071993679e-01
5.018701870187018358e+03,8.356737154617674967e-01
5.019086908690868768e+03,8.353252407868896334e-01
5.019471947194719178e+03,8.349741565211269423e-01
5.019856985698569588e+03,8.346230722553643622e-01
5.020242024202419998e+03,8.342715303840289032e-01
5.020627062706270408e+03,8.339197181094002431e-01
5.021012101210120818e+03,8.335677619408947692e-01
5.021397139713971228e+03,8.332113712247274373e-01
5.021782178217821638e+03,8.328549805085602165e-01
5.022167216721672048e+03,8.324976855343649840e-01
5.022552255225522458e+03,8.321392126451070403e-01
5.022937293729372868e+03,8.317807397558489857e-01
5.023322332233223278e+03,8.314216824794777860e-01
5.023707370737073688e+03,8.310625115168762678e-01
5.024092409240924098e+03,8.307019014181764582e-01
5.024477447744774508e+03,8.303367340551652820e-01
5.024862486248624919e+03,8.299715666921541057e-01
5.025247524752475329e+03,8.296059426977619999e-01
5.025632563256325739e+03,8.292400650192695011e-01
5.026017601760176149e+03,8.288740986056321036e-01
5.026402640264026559e+03,8.285062798458444622e-01
5.026787678767876969e+03,8.281384610860568207e-01
5.027172717271727379e+03,8.277685923801176848e-01
5.027557755775577789e+03,8.273962036766803196e-01
5.027942794279428199e+03,8.270238149732429545e-01
5.028327832783277699e+03,8.266508932708545032e-01
5.028712871287129019e+03,8.262778785619357969e-01
5.029097909790978520e+03,8.259040617681973062e-01
5.029482948294829839e+03,8.255278927931268829e-01
5.029867986798679340e+03,8.251517238180581248e-01
5.030253025302530659e+03,8.247735031645927473e-01
5.030638063806380160e+03,8.243942120702274501e-01
5.031023102310231479e+03,8.240148858052850356e-01
5.031408140814080980e+03,8.236350085346632044e-01
5.031793179317931390e+03,8.232551312640404850e-01
5.032178217821781800e+03,8.228732860824301554e-01
5.032563256325632210e+03,8.224891571522663369e-01
5.032948294829482620e+03,8.221050282221025185e-01
5.033333333333333030e+03,8.217193903022406154e-01
5.033718371837183440e+03,8.213335183146697194e-01
5.034103410341033850e+03,8.209474855172039787e-01
5.034488448844884260e+03,8.205610147693861434e-01
5.034873487348734670e+03,8.201745440215684191e-01
5.035258525852585080e+03,8.197846030912911974e-01
5.035643564356435490e+03,8.193929639866189829e-01
5.036028602860285901e+03,8.190012865218222471e-01
5.036413641364136311e+03,8.186091310308588609e-01
5.036798679867986721e+03,8.182169755398954747e-01
5.037183718371837131e+03,8.178240173462946183e-01
5.037568756875687541e+03,8.174301795444141039e-01
5.037953795379537951e+03,8.170363417425337005e-01
5.038338833883388361e+03,8.166392149200247808e-01
5.038723872387238771e+03,8.162416395947028613e-01
5.039108910891089181e+03,8.158439315765745325e-01
5.039493949394939591e+03,8.154458871352702198e-01
5.039878987898790001e+03,8.150478426939657961e-01
5.040264026402640411e+03,8.146480204673429704e-01
5.040649064906490821e+03,8.142473834224489559e-01
5.041034103410341231e+03,8.138465339020855005e-01
5.041419141914191641e+03,8.134434979405995580e-01
5.041804180418042051e+03,8.130404619791136156e-01
5.042189218921892461e+03,8.126372221275166563e-01
5.042574257425741962e+03,8.122337712733640469e-01
5.042959295929593281e+03,8.118303204192094391e-01
5.043344334433442782e+03,8.114239125554080223e-01
5.043729372937294102e+03,8.110171551409431911e-01
5.044114411441143602e+03,8.106100365298997135e-01
5.044499449944994922e+03,8.102020635500194468e-01
5.044884488448844422e+03,8.097940905701410674e-01
5.045269526952695742e+03,8.093857959600325724e-01
5.045654565456545242e+03,8.089773635083997716e-01
5.046039603960395652e+03,8.085685626446785790e-01
5.046424642464246062e+03,8.081565484088609752e-01
5.046809680968096472e+03,8.077445341730433714e-01
5.047194719471946883e+03,8.073323589312969562e-01
5.047579757975797293e+03,8.069200263221736336e-01
5.047964796479647703e+03,8.065076937130504220e-01
5.048349834983498113e+03,8.060943438434645669e-01
5.048734873487348523e+03,8.056808916080459015e-01
5.049119911991198933e+03,8.052667144639852337e-01
5.049504950495049343e+03,8.048509345402662385e-01
5.049889988998899753e+03,8.044351546165471323e-01
5.050275027502750163e+03,8.040191781084070621e-01
5.050660066006600573e+03,8.036031229664984954e-01
5.051045104510450983e+03,8.031868860957243061e-01
5.051430143014301393e+03,8.027692796098405692e-01
5.051815181518151803e+03,8.023516731239567212e-01
5.052200220022002213e+03,8.019333701254482971e-01
5.052585258525852623e+03,8.015144241922094182e-01
5.052970297029703033e+03,8.010954782589705392e-01
5.053355335533553443e+03,8.006763235921128263e-01
5.053740374037403853e+03,8.002571514769339922e-01
5.054125412541254263e+03,7.998374062428548203e-01
5.054510451045104674e+03,7.994164745521048498e-01
5.054895489548955084e+03,7.989955428613548793e-01
5.055280528052805494e+03,7.985741821582356126e-01
5.055665566556655904e+03,7.981526616269788432e-01
5.056050605060505404e+03,7.977311082465502468e-01
5.056435643564356724e+03,7.973093377759338241e-01
5.056820682068206224e+03,7.968875673053192887e-01
5.057205720572057544e+03,7.964649230626220655e-01
5.057590759075907044e+03,7.960415171897173847e-01
5.057975797579758364e+03,7.956181113168108165e-01
5.058360836083607865e+03,7.951945865000435987e-01
5.058745874587459184e+03,7.947710537053322977e-01
5.059130913091308685e+03,7.943473715627433762e-01
5.059515951595159095e+03,7.939233995095634766e-01
5.059900990099009505e+03,7.934994274563835770e-01
5.060286028602859915e+03,7.930748303620067663e-01
5.060671067106710325e+03,7.926500169072157043e-01
5.061056105610560735e+03,7.922251954745982427e-01
5.061441144114411145e+03,7.918003272700182560e-01
5.061826182618261555e+03,7.913754590654381582e-01
5.062211221122111965e+03,7.909503356674936203e-01
5.062596259625962375e+03,7.905250022666762133e-01
5.062981298129812785e+03,7.900996688658588063e-01
5.063366336633663195e+03,7.896740059216328378e-01
5.063751375137513605e+03,7.892483261538694173e-01
5.064136413641364015e+03,7.888226532234330346e-01
5.064521452145214425e+03,7.883969927545760870e-01
5.064906490649064835e+03,7.879713322857192503e-01
5.065291529152915246e+03,7.875454943542821162e-01
5.065676567656765656e+03,7.871195995008852808e-01
5.066061606160616066e+03,7.866937053936988722e-01
5.066446644664466476e+03,7.862678152041174817e-01
5.066831683168316886e+03,7.858419250145359802e-01
5.067216721672167296e+03,7.854160799311806773e-01
5.067601760176017706e+03,7.849902698795643285e-01
5.067986798679868116e+03,7.845644598279480908e-01
5.068371837183718526e+03,7.841386730909337688e-01
5.068756875687568936e+03,7.837128871816567699e-01
5.069141914191419346e+03,7.832871464602476630e-01
5.069526952695269756e+03,7.828614831537128449e-01
5.069911991199120166e+03,7.824358198471781378e-01
5.070297029702969667e+03,7.820103343224829029e-01
5.070682068206820986e+03,7.815849014738859291e-01
5.071067106710670487e+03,7.811595283358208075e-01
5.071452145214521806e+03,7.807344380886245272e-01
5.071837183718371307e+03,7.803093478414301343e-01
5.072222222222222626e+03,7.798843553183695265e-01
5.072607260726072127e+03,7.794594343951727344e-01
5.072992299229923447e+03,7.790345134719739439e-01
5.073377337733772947e+03,7.786100204550494563e-01
5.073762376237623357e+03,7.781855361709050234e-01
5.074147414741473767e+03,7.777611989632381428e-01
5.074532453245324177e+03,7.773370988340720933e-01
5.074917491749174587e+03,7.769129987049061548e-01
5.075302530253024997e+03,7.764890705444702501e-01
5.075687568756875407e+03,7.760651892845971123e-01
5.076072607260725817e+03,7.756414422529640529e-01
5.076457645764576228e+03,7.752182728095157183e-01
5.076842684268426638e+03,7.747951033660673836e-01
5.077227722772277048e+03,7.743721371678825571e-01
5.077612761276127458e+03,7.739493113758461051e-01
5.077997799779977868e+03,7.735264855838095421e-01
5.078382838283828278e+03,7.731039906410043239e-01
5.078767876787678688e+03,7.726814975996315615e-01
5.079152915291529098e+03,7.722593747644136419e-01
5.079537953795379508e+03,7.718378138968123858e-01
5.079922992299229918e+03,7.714162530292111297e-01
5.080308030803080328e+03,7.709949328298216775e-01
5.080693069306930738e+03,7.705736727974852318e-01
5.081078107810781148e+03,7.701525291351488667e-01
5.081463146314631558e+03,7.697318427577423128e-01
5.081848184818481968e+03,7.693111563803357589e-01
5.082233223322332378e+03,7.688909684913118880e-01
5.082618261826182788e+03,7.684711050900085993e-01
5.083003300330033198e+03,7.680512448271931136e-01
5.083388338833883608e+03,7.676317475827858505e-01
5.083773377337734019e+03,7.672122503383786984e-01
5.084158415841584429e+03,7.667931322695957785e-01
5.084543454345433929e+03,7.663745566326094494e-01
5.084928492849285249e+03,7.659559809956212328e-01
5.085313531353134749e+03,7.655380232676415320e-01
5.085698569856986069e+03,7.651202064662753211e-01
5.086083608360835569e+03,7.647024824930754860e-01
5.086468646864686889e+03,7.642850931898345079e-01
5.086853685368536389e+03,7.638677038865956392e-01
5.087238723872387709e+03,7.634510876810882696e-01
5.087623762376237210e+03,7.630349453096777479e-01
5.088008800880087620e+03,7.626188166430467597e-01
5.088393839383938030e+03,7.622032738557791287e-01
5.088778877887788440e+03,7.617877310685114978e-01
5.089163916391638850e+03,7.613724402426795823e-01
5.089548954895489260e+03,7.609574893111336058e-01
5.089933993399339670e+03,7.605425383795875183e-01
5.090319031903190080e+03,7.601286914446254706e-01
5.090704070407040490e+03,7.597150729227497568e-01
5.091089108910890900e+03,7.593015760933382596e-01
5.091474147414741310e+03,7.588884834030981130e-01
5.091859185918591720e+03,7.584753907128580774e-01
5.092244224422442130e+03,7.580628501716261125e-01
5.092629262926292540e+03,7.576506279865790061e-01
5.093014301430142950e+03,7.572384474634569207e-01
5.093399339933993360e+03,7.568273469456207048e-01
5.093784378437843770e+03,7.564162464277845999e-01
5.094169416941694180e+03,7.560054012989948502e-01
5.094554455445544590e+03,7.555948812108097545e-01
5.094939493949395001e+03,7.551843611226247699e-01
5.095324532453245411e+03,7.547747451711922517e-01
5.095709570957095821e+03,7.543652977876289523e-01
5.096094609460946231e+03,7.539560720124947046e-01
5.096479647964796641e+03,7.535475265237010500e-01
5.096864686468647051e+03,7.531389810349072844e-01
5.097249724972497461e+03,7.527308463108258740e-01
5.097634763476347871e+03,7.523229341596944231e-01
5.098019801980197371e+03,7.519150845481930023e-01
5.098404840484048691e+03,7.515083884454049068e-01
5.098789878987898192e+03,7.511016923426186986e-01
5.099174917491749511e+03,7.506953348407177096e-01
5.099559955995599012e+03,7.502893840857959296e-01
5.099944994499450331e+03,7.498834333308722622e-01
5.100330033003299832e+03,7.494781323727053302e-01
5.100715071507151151e+03,7.490729397139955781e-01
5.101100110011000652e+03,7.486680520850641507e-01
5.101485148514851062e+03,7.482640326178031653e-01
5.101870187018701472e+03,7.478600131505421800e-01
5.102255225522551882e+03,7.474564680589897980e-01
5.102640264026402292e+03,7.470531642447374443e-01
5.103025302530252702e+03,7.466499222478418796e-01
5.103410341034103112e+03,7.462475591324981838e-01
5.103795379537953522e+03,7.458451960171544881e-01
5.104180418041803932e+03,7.454433363781309829e-01
5.104565456545654342e+03,7.450420477549342113e-01
5.104950495049504752e+03,7.446407591317374397e-01
5.105335533553355162e+03,7.442401355499068671e-01
5.105720572057205572e+03,7.438396100889337337e-01
5.106105610561055983e+03,7.434393880117432518e-01
5.106490649064906393e+03,7.430399686374782320e-01
5.106875687568756803e+03,7.426405492632131011e-01
5.107260726072607213e+03,7.422417863618395728e-01
5.107645764576457623e+03,7.418433364623089332e-01
5.108030803080308033e+03,7.414449504834816906e-01
5.108415841584158443e+03,7.410472995927436246e-01
5.108800880088008853e+03,7.406496487020056696e-01
5.109185918591859263e+03,7.402527184737948129e-01
5.109570957095709673e+03,7.398565600794150265e-01
5.109955995599560083e+03,7.394604016850351291e-01
5.110341034103410493e+03,7.390650359226353938e-01
5.110726072607260903e+03,7.386697724353298300e-01
5.111111111111111313e+03,7.382747828754153696e-01
5.111496149614961723e+03,7.378804686414452974e-01
5.111881188118812133e+03,7.374861544074751141e-01
5.112266226622661634e+03,7.370928541458681149e-01
5.112651265126512953e+03,7.367000064008505378e-01
5.113036303630362454e+03,7.363072401254072696e-01
5.113421342134213774e+03,7.359152564516118211e-01
5.113806380638063274e+03,7.355232727778183710e-01
5.114191419141914594e+03,7.351318675798425017e-01
5.114576457645764094e+03,7.347410475068355540e-01
5.114961496149615414e+03,7.343502274338267188e-01
5.115346534653464914e+03,7.339605762873275818e-01
5.115731573157315324e+03,7.335710550215506220e-01
5.116116611661165734e+03,7.331818057397668786e-01
5.116501650165016144e+03,7.327931825343451111e-01
5.116886688668866555e+03,7.324045593289233436e-01
5.117271727172716965e+03,7.320169186617030421e-01
5.117656765676567375e+03,7.316296877168907420e-01
5.118041804180417785e+03,7.312425829423224721e-01
5.118426842684268195e+03,7.308565140918643621e-01
5.118811881188118605e+03,7.304704452414061411e-01
5.119196919691969015e+03,7.300848541170796846e-01
5.119581958195819425e+03,7.296997193679962690e-01
5.119966996699669835e+03,7.293145846189127424e-01
5.120352035203520245e+03,7.289308552541435837e-01
5.120737073707370655e+03,7.285472576441537340e-01
5.121122112211221065e+03,7.281639784421570782e-01
5.121507150715071475e+03,7.277813848213346981e-01
5.121892189218921885e+03,7.273987912005124290e-01
5.122277227722772295e+03,7.270169837359786724e-01
5.122662266226622705e+03,7.266354819988906089e-01
5.123047304730473115e+03,7.262541728237013050e-01
5.123432343234323525e+03,7.258742384509061507e-01
5.123817381738173935e+03,7.254943040781109964e-01
5.124202420242024345e+03,7.251148807963864185e-01
5.124587458745874756e+03,7.247359186076928195e-01
5.124972497249725166e+03,7.243569564189992205e-01
5.125357535753575576e+03,7.239791974334420788e-01
5.125742574257425076e+03,7.236015310019732194e-01
5.126127612761276396e+03,7.232243277413951121e-01
5.126512651265125896e+03,7.228480588083089353e-01
5.126897689768977216e+03,7.224717898752208711e-01
5.127282728272826716e+03,7.220962425244363825e-01
5.127667766776678036e+03,7.217209562909809861e-01
5.128052805280527537e+03,7.213458836221947612e-01
5.128437843784378856e+03,7.209721546311057550e-01
5.128822882288228357e+03,7.205984256400184140e-01
5.129207920792079676e+03,7.202253681901283899e-01
5.129592959295929177e+03,7.198528827938541763e-01
5.129977997799779587e+03,7.194803973975789635e-01
5.130363036303629997e+03,7.191088461043718683e-01
5.130748074807480407e+03,7.187373514234719485e-01
5.131133113311330817e+03,7.183665126253233613e-01
5.131518151815181227e+03,7.179969151259355531e-01
5.131903190319031637e+03,7.176273176265477449e-01
5.132288228822882047e+03,7.172585023307525010e-01
5.132673267326732457e+03,7.168899497598278936e-01
5.133058305830582867e+03,7.165215754112223001e-01
5.133443344334433277e+03,7.161541997801403880e-01
5.133828382838283687e+03,7.157868241490584760e-01
5.134213421342134097e+03,7.154204006376521097e-01
5.134598459845984507e+03,7.150547427482527585e-01
5.134983498349834917e+03,7.146890848588534073e-01
5.135368536853685328e+03,7.143243808692315566e-01
5.135753575357535738e+03,7.139597195915400318e-01
5.136138613861386148e+03,7.135955939277968119e-01
5.136523652365236558e+03,7.132324204666282697e-01
5.136908690869086968e+03,7.128692470054596164e-01
5.137293729372937378e+03,7.125072781087926632e-01
5.137678767876787788e+03,7.121456836647608313e-01
5.138063806380638198e+03,7.117842541422935154e-01
5.138448844884488608e+03,7.114236549145985800e-01
5.138833883388339018e+03,7.110630556869036445e-01
5.139218921892189428e+03,7.107035353476159889e-01
5.139603960396039838e+03,7.103448336623457982e-01
5.139988998899889339e+03,7.099861319770764956e-01
5.140374037403740658e+03,7.096287465639972147e-01
5.140759075907590159e+03,7.092713998648076945e-01
5.141144114411441478e+03,7.089144232736986906e-01
5.141529152915290979e+03,7.085580654128966760e-01
5.141914191419142298e+03,7.082017075520929961e-01
5.142299229922991799e+03,7.078471932181937820e-01
5.142684268426843119e+03,7.074932075427428080e-01
5.143069306930692619e+03,7.071394065195492074e-01
5.143454345434543029e+03,7.067864466899633769e-01
5.143839383938393439e+03,7.064334868603776574e-01
5.144224422442243849e+03,7.060812925750999947e-01
5.144609460946094259e+03,7.057296461793762798e-01
5.144994499449944669e+03,7.053779997836525650e-01
5.145379537953795079e+03,7.050284517394229677e-01
5.145764576457645489e+03,7.046789341060845091e-01
5.146149614961495899e+03,7.043297953291763891e-01
5.146534653465346310e+03,7.039812526940039117e-01
5.146919691969196720e+03,7.036327100588314343e-01
5.147304730473047130e+03,7.032854695437087411e-01
5.147689768976897540e+03,7.029385721865775150e-01
5.148074807480747950e+03,7.025920045073119624e-01
5.148459845984598360e+03,7.022468040215480434e-01
5.148844884488448770e+03,7.019016035357841243e-01
5.149229922992299180e+03,7.015569827612809783e-01
5.149614961496149590e+03,7.012127530838486722e-01
5.150000000000000000e+03,7.008685234064162550e-01
5.150385038503850410e+03,7.005261740069745890e-01
5.150770077007700820e+03,7.001838246075329231e-01
5.151155115511551230e+03,6.998419958643251615e-01
5.151540154015401640e+03,6.995009388739746869e-01
5.151925192519252050e+03,6.991598818836243234e-01
5.152310231023102460e+03,6.988196010821203785e-01
5.152695269526952870e+03,6.984795074467212705e-01
5.153080308030803280e+03,6.981398205461388784e-01
5.153465346534653690e+03,6.978016770091762799e-01
5.153850385038504101e+03,6.974635334722136815e-01
5.154235423542353601e+03,6.971259791112580650e-01
5.154620462046204921e+03,6.967887991799123215e-01
5.155005500550054421e+03,6.964516359237088450e-01
5.155390539053905741e+03,6.961156232522136555e-01
5.155775577557755241e+03,6.957796105807200204e-01
5.156160616061606561e+03,6.954442636177107229e-01
5.156545654565456061e+03,6.951098468227242533e-01
5.156930693069307381e+03,6.947754300277362294e-01
5.157315731573156881e+03,6.944417860229535888e-01
5.157700770077007292e+03,6.941083116550440524e-01
5.158085808580857702e+03,6.937751270388037295e-01
5.158470847084708112e+03,6.934429528386407693e-01
5.158855885588558522e+03,6.931107786384778091e-01
5.159240924092408932e+03,6.927794128846347377e-01
5.159625962596259342e+03,6.924485307219692132e-01
5.160011001100109752e+03,6.921176751921200854e-01
5.160396039603960162e+03,6.917877251780251147e-01
5.160781078107810572e+03,6.914577751639301439e-01
5.161166116611660982e+03,6.911284558055151850e-01
5.161551155115511392e+03,6.907999675761088421e-01
5.161936193619361802e+03,6.904714793467026102e-01
5.162321232123212212e+03,6.901439058503089363e-01
5.162706270627062622e+03,6.898165140474588064e-01
5.163091309130913032e+03,6.894893444073385558e-01
5.163476347634763442e+03,6.891628894352769263e-01
5.163861386138613852e+03,6.888364344632152969e-01
5.164246424642464262e+03,6.885109014524477544e-01
5.164631463146314672e+03,6.881858870449082399e-01
5.165016501650165083e+03,6.878609123720383911e-01
5.165401540154015493e+03,6.875368251067908165e-01
5.165786578657865903e+03,6.872127378415431309e-01
5.166171617161716313e+03,6.868891037308489933e-01
5.166556655665566723e+03,6.865660331585097254e-01
5.166941694169417133e+03,6.862429625861703464e-01
5.167326732673267543e+03,6.859208834912504660e-01
5.167711771177117043e+03,6.855989813266452071e-01
5.168096809680968363e+03,6.852773121110351529e-01
5.168481848184817864e+03,6.849563364481217054e-01
5.168866886688669183e+03,6.846353607852067036e-01
5.169251925192518684e+03,6.843150667145485588e-01
5.169636963696370003e+03,6.839951327865214648e-01
5.170022002200219504e+03,6.836752576763390765e-01
5.170407040704070823e+03,6.833563530605689662e-01
