Wavelength(A),Weight
4.259405940594058848e+03,2.300485816326106825e+00
4.259790979097910167e+03,2.298694760807641568e+00
4.260176017601759668e+03,2.296897459463243418e+00
4.260561056105610987e+03,2.295092741200532416e+00
4.260946094609460488e+03,2.293288022937829407e+00
4.261331133113310898e+03,2.291481820320366847e+00
4.261716171617161308e+03,2.289675376063757373e+00
4.262101210121011718e+03,2.287868684119280793e+00
4.262486248624862128e+03,2.286061297571872153e+00
4.262871287128712538e+03,2.284253911024463068e+00
4.263256325632562948e+03,2.282438202315541620e+00
4.263641364136413358e+03,2.280618314667147928e+00
4.264026402640263768e+03,2.278798481768256945e+00
4.264411441144114178e+03,2.276979392550114945e+00
4.264796479647964588e+03,2.275160303331972500e+00
4.265181518151814998e+03,2.273339516155954865e+00
4.265566556655665408e+03,2.271516825208986567e+00
4.265951595159515819e+03,2.269694134262018270e+00
4.266336633663366229e+03,2.267865294102615614e+00
4.266721672167216639e+03,2.266035569742731681e+00
4.267106710671067049e+03,2.264206109572257208e+00
4.267491749174917459e+03,2.262377338473128052e+00
4.267876787678767869e+03,2.260548567373998896e+00
4.268261826182618279e+03,2.258716196219006100e+00
4.268646864686468689e+03,2.256882130920077500e+00
4.269031903190319099e+03,2.255047821124172902e+00
4.269416941694169509e+03,2.253210804999671080e+00
4.269801980198019919e+03,2.251373788875169257e+00
4.270187018701870329e+03,2.249537327756059746e+00
4.270572057205720739e+03,2.247701454289718015e+00
4.270957095709571149e+03,2.245865580823375840e+00
4.271342134213421559e+03,2.244024724355599520e+00
4.271727172717271969e+03,2.242183243009829852e+00
4.272112211221122379e+03,2.240341811919709158e+00
4.272497249724972789e+03,2.238500503019793531e+00
4.272882288228823199e+03,2.236659194119877903e+00
4.273267326732673610e+03,2.234818434500114748e+00
4.273652365236523110e+03,2.232977916744455893e+00
4.274037403740374430e+03,2.231137120944083119e+00
4.274422442244223930e+03,2.229293740963512516e+00
4.274807480748075250e+03,2.227450360982933475e+00
4.275192519251924750e+03,2.225607706012014742e+00
4.275577557755775160e+03,2.223765776050743437e+00
4.275962596259625570e+03,2.221923846089472132e+00
4.276347634763475980e+03,2.220082578282841723e+00
4.276732673267326390e+03,2.218241381720698513e+00
4.277117711771176801e+03,2.216400239819340978e+00
4.277502750275027211e+03,2.214559222054159893e+00
4.277887788778877621e+03,2.212718204288979251e+00
4.278272827282728031e+03,2.210878307299533940e+00
4.278657865786578441e+03,2.209038871274302096e+00
4.279042904290428851e+03,2.207199661434431359e+00
4.279427942794279261e+03,2.205362255277822925e+00
4.279812981298129671e+03,2.203524849121214491e+00
4.280198019801980081e+03,2.201688413764055774e+00
4.280583058305830491e+03,2.199852895273043174e+00
4.280968096809680901e+03,2.198017376782031018e+00
4.281353135313531311e+03,2.196183355029044382e+00
4.281738173817381721e+03,2.194349468495380595e+00
4.282123212321232131e+03,2.192517202842676038e+00
4.282508250825082541e+03,2.190688381562008846e+00
4.282893289328932951e+03,2.188859560281341654e+00
4.283278327832783361e+03,2.187032322700770415e+00
4.283663366336633771e+03,2.185205692309564185e+00
4.284048404840484181e+03,2.183379366888575923e+00
4.284433443344334592e+03,2.181555162396834113e+00
4.284818481848185002e+03,2.179730957905092747e+00
4.285203520352035412e+03,2.177910779543589470e+00
4.285588558855885822e+03,2.176094192055002097e+00
4.285973597359736232e+03,2.174277604566415167e+00
4.286358635863586642e+03,2.172462558601981009e+00
4.286743674367437052e+03,2.170647626123987983e+00
4.287128712871287462e+03,2.168834473495276249e+00
4.287513751375137872e+03,2.167024865352740193e+00
4.287898789878987373e+03,2.165215257210208577e+00
4.288283828382838692e+03,2.163411596386615621e+00
4.288668866886688193e+03,2.161610056312423200e+00
4.289053905390539512e+03,2.159808756946363761e+00
4.289438943894389013e+03,2.158008936216039064e+00
4.289823982398239423e+03,2.156209115485710370e+00
4.290209020902089833e+03,2.154414622011802116e+00
4.290594059405940243e+03,2.152624614648563917e+00
4.290979097909790653e+03,2.150834607285325273e+00
4.291364136413641063e+03,2.149051042624292585e+00
4.291749174917491473e+03,2.147267847786045181e+00
4.292134213421341883e+03,2.145485284855921382e+00
4.292519251925192293e+03,2.143703902868847599e+00
4.292904290429042703e+03,2.141922520881774261e+00
4.293289328932893113e+03,2.140152731480110315e+00
4.293674367436743523e+03,2.138386776888069107e+00
4.294059405940593933e+03,2.136621434661199359e+00
4.294444444444444343e+03,2.134859449102675555e+00
4.294829482948294753e+03,2.133097463544152195e+00
4.295214521452145163e+03,2.131337724951823276e+00
4.295599559955995574e+03,2.129579772409546656e+00
4.295984598459845984e+03,2.127821819867270037e+00
4.296369636963696394e+03,2.126081173087908560e+00
4.296754675467546804e+03,2.124341247382001807e+00
4.297139713971397214e+03,2.122602031178019377e+00
4.297524752475247624e+03,2.120864060792376105e+00
4.297909790979098034e+03,2.119126090406733276e+00
4.298294829482948444e+03,2.117395295683061285e+00
4.298679867986798854e+03,2.115666696497753740e+00
4.299064906490649264e+03,2.113940578262217151e+00
4.299449944994499674e+03,2.112226696575551621e+00
4.299834983498350084e+03,2.110512814888886091e+00
4.300220022002200494e+03,2.108800081658418701e+00
4.300605060506050904e+03,2.107088209770099585e+00
4.300990099009901314e+03,2.105376337881780469e+00
4.301375137513750815e+03,2.103679510123658503e+00
4.301760176017602134e+03,2.101983079424683432e+00
4.302145214521451635e+03,2.100290522093565926e+00
4.302530253025302954e+03,2.098604361688130915e+00
4.302915291529152455e+03,2.096918201282704342e+00
4.303300330033002865e+03,2.095233579727983297e+00
4.303685368536853275e+03,2.093549392208077897e+00
4.304070407040703685e+03,2.091869083275879504e+00
4.304455445544554095e+03,2.090206106782494633e+00
4.304840484048404505e+03,2.088543130289110206e+00
4.305225522552254915e+03,2.086882989829799584e+00
4.305610561056105325e+03,2.085224855345809925e+00
4.305995599559955735e+03,2.083566720861819821e+00
4.306380638063806146e+03,2.081913110915426302e+00
4.306765676567656556e+03,2.080259553275825901e+00
4.307150715071506966e+03,2.078614326321122086e+00
4.307535753575357376e+03,2.076982051453156508e+00
4.307920792079207786e+03,2.075349776585190487e+00
4.308305830583058196e+03,2.073719052094116222e+00
4.308690869086908606e+03,2.072088729139503371e+00
4.309075907590759016e+03,2.070460344828225718e+00
4.309460946094609426e+03,2.068839855571691366e+00
4.309845984598459836e+03,2.067219366315157014e+00
4.310231023102310246e+03,2.065608071350534480e+00
4.310616061606160656e+03,2.064002905913852715e+00
4.311001100110011066e+03,2.062397746201997784e+00
4.311386138613861476e+03,2.060794584454686440e+00
4.311771177117711886e+03,2.059191422707375096e+00
4.312156215621562296e+03,2.057594180810729867e+00
4.312541254125412706e+03,2.056005610244638238e+00
4.312926292629263116e+03,2.054417039678546608e+00
4.313311331133113526e+03,2.052836304267414036e+00
4.313696369636963937e+03,2.051257423822296477e+00
4.314081408140814347e+03,2.049678977744963770e+00
4.314466446644664757e+03,2.048102151742069665e+00
4.314851485148515167e+03,2.046525325739176004e+00
4.315236523652365577e+03,2.044960192940461052e+00
4.315621562156215077e+03,2.043402402386234051e+00
4.316006600660066397e+03,2.041844690039987587e+00
4.316391639163915897e+03,2.040291461618417568e+00
4.316776677667767217e+03,2.038738233196839555e+00
4.317161716171616717e+03,2.037186814086818121e+00
4.317546754675467128e+03,2.035637893549883337e+00
4.317931793179317538e+03,2.034088973012948998e+00
4.318316831683167948e+03,2.032554774654770746e+00
4.318701870187018358e+03,2.031023745654518819e+00
4.319086908690868768e+03,2.029493195475194245e+00
4.319471947194719178e+03,2.027964287833479595e+00
4.319856985698569588e+03,2.026435380191765390e+00
4.320242024202419998e+03,2.024911690724809699e+00
4.320627062706270408e+03,2.023391084724757594e+00
4.321012101210120818e+03,2.021870870599984826e+00
4.321397139713971228e+03,2.020362733358828766e+00
4.321782178217821638e+03,2.018854596117672706e+00
4.322167216721672048e+03,2.017347398216455812e+00
4.322552255225522458e+03,2.015841423929106035e+00
4.322937293729372868e+03,2.014335449641756703e+00
4.323322332233223278e+03,2.012839018940859148e+00
4.323707370737073688e+03,2.011344444842104284e+00
4.324092409240924098e+03,2.009851725325824567e+00
4.324477447744774508e+03,2.008364878654051555e+00
4.324862486248624919e+03,2.006878031982278099e+00
4.325247524752475329e+03,2.005392577107889096e+00
4.325632563256325739e+03,2.003907895454268839e+00
4.326017601760176149e+03,2.002423856388897416e+00
4.326402640264026559e+03,2.000953231353220119e+00
4.326787678767876969e+03,1.999482606317542377e+00
4.327172717271727379e+03,1.998013698197854904e+00
4.327557755775577789e+03,1.996546900681900327e+00
4.327942794279428199e+03,1.995080103165945973e+00
4.328327832783278609e+03,1.993616451090337138e+00
4.328712871287129019e+03,1.992153347883513392e+00
4.329097909790979429e+03,1.990693556104782713e+00
4.329482948294829839e+03,1.989243475367987291e+00
4.329867986798679340e+03,1.987793394631195643e+00
4.330253025302530659e+03,1.986344677516390655e+00
4.330638063806380160e+03,1.984896671856545725e+00
4.331023102310231479e+03,1.983449043833989789e+00
4.331408140814080980e+03,1.982007332129071209e+00
4.331793179317931390e+03,1.980565620424149298e+00
4.332178217821781800e+03,1.979128089741077900e+00
4.332563256325632210e+03,1.977695411108055135e+00
4.332948294829482620e+03,1.976262732475032369e+00
4.333333333333333030e+03,1.974831773865246554e+00
4.333718371837183440e+03,1.973401082057745004e+00
4.334103410341033850e+03,1.971972761120116990e+00
4.334488448844884260e+03,1.970550897019591075e+00
4.334873487348734670e+03,1.969129032919065159e+00
4.335258525852585080e+03,1.967711204572101025e+00
4.335643564356435490e+03,1.966295351168369399e+00
4.336028602860285901e+03,1.964879640779587655e+00
4.336413641364136311e+03,1.963465712577105782e+00
4.336798679867986721e+03,1.962051784374624130e+00
4.337183718371837131e+03,1.960643194465679251e+00
4.337568756875687541e+03,1.959240454303544210e+00
4.337953795379537951e+03,1.957837714141409391e+00
4.338338833883388361e+03,1.956437774853012179e+00
4.338723872387238771e+03,1.955038217501943176e+00
4.339108910891089181e+03,1.953639550464586039e+00
4.339493949394939591e+03,1.952243140687246470e+00
4.339878987898790001e+03,1.950846730909906679e+00
4.340264026402640411e+03,1.949457402803197903e+00
4.340649064906490821e+03,1.948071320462194889e+00
4.341034103410341231e+03,1.946685406102278471e+00
4.341419141914191641e+03,1.945301220321928426e+00
4.341804180418042051e+03,1.943917034541578603e+00
4.342189218921892461e+03,1.942535510909824570e+00
4.342574257425742871e+03,1.941156742292314830e+00
4.342959295929593281e+03,1.939777973674805089e+00
4.343344334433442782e+03,1.938406016704039114e+00
4.343729372937294102e+03,1.937034864943903534e+00
4.344114411441143602e+03,1.935664270967363043e+00
4.344499449944994922e+03,1.934294996363535191e+00
4.344884488448844422e+03,1.932925721759713777e+00
4.345269526952694832e+03,1.931561746271541979e+00
4.345654565456545242e+03,1.930200041832935920e+00
4.346039603960395652e+03,1.928838871060134963e+00
4.346424642464246062e+03,1.927482355039080719e+00
4.346809680968096472e+03,1.926125839018026253e+00
4.347194719471946883e+03,1.924770258822312119e+00
4.347579757975797293e+03,1.923415593303342774e+00
4.347964796479647703e+03,1.922060927784373430e+00
4.348349834983498113e+03,1.920714270033968551e+00
4.348734873487348523e+03,1.919368418096752960e+00
4.349119911991198933e+03,1.918023430450336742e+00
4.349504950495049343e+03,1.916680353758807964e+00
4.349889988998899753e+03,1.915337277067278965e+00
4.350275027502750163e+03,1.913996176727068788e+00
4.350660066006600573e+03,1.912655866927385873e+00
4.351045104510450983e+03,1.911316481255127764e+00
4.351430143014301393e+03,1.909984060348096868e+00
4.351815181518151803e+03,1.908651639441065972e+00
4.352200220022002213e+03,1.907320187878431161e+00
4.352585258525852623e+03,1.905989631095238446e+00
4.352970297029703033e+03,1.904659074312045730e+00
4.353355335533553443e+03,1.903332568889602783e+00
4.353740374037403853e+03,1.902006402125798301e+00
4.354125412541254263e+03,1.900682163468796482e+00
4.354510451045104674e+03,1.899361916331140820e+00
4.354895489548955084e+03,1.898041669193485381e+00
4.355280528052805494e+03,1.896722785458107907e+00
4.355665566556655904e+03,1.895404409656912703e+00
4.356050605060506314e+03,1.894086809814183869e+00
4.356435643564356724e+03,1.892774338044798776e+00
4.356820682068207134e+03,1.891461866275413684e+00
4.357205720572057544e+03,1.890151646461425861e+00
4.357590759075907044e+03,1.888843389581824850e+00
4.357975797579758364e+03,1.887535132702217622e+00
4.358360836083607865e+03,1.886228674626570623e+00
4.358745874587459184e+03,1.884922337202402209e+00
4.359130913091308685e+03,1.883618468061537099e+00
4.359515951595159095e+03,1.882319390294127537e+00
4.359900990099009505e+03,1.881020312526718197e+00
4.360286028602859915e+03,1.879723199901413899e+00
4.360671067106710325e+03,1.878426767517607843e+00
4.361056105610560735e+03,1.877130734861250261e+00
4.361441144114411145e+03,1.875837045705033734e+00
4.361826182618261555e+03,1.874543356548817208e+00
4.362211221122111965e+03,1.873253412183199407e+00
4.362596259625962375e+03,1.871966549468178087e+00
4.362981298129812785e+03,1.870679686753156989e+00
4.363366336633663195e+03,1.869394740370517338e+00
4.363751375137513605e+03,1.868109891818660051e+00
4.364136413641364015e+03,1.866826511683029821e+00
4.364521452145214425e+03,1.865545807854393390e+00
4.364906490649064835e+03,1.864265104025757180e+00
4.365291529152915246e+03,1.862988484561322489e+00
4.365676567656765656e+03,1.861713175175971458e+00
4.366061606160616066e+03,1.860438192744070296e+00
4.366446644664466476e+03,1.859164926817781449e+00
4.366831683168316886e+03,1.857891660891492602e+00
4.367216721672167296e+03,1.856621607815821084e+00
4.367601760176017706e+03,1.855354049999766275e+00
4.367986798679868116e+03,1.854086492183711465e+00
4.368371837183718526e+03,1.852822925934897613e+00
4.368756875687568936e+03,1.851559501398530205e+00
4.369141914191419346e+03,1.850296843595207630e+00
4.369526952695269756e+03,1.849035499342294830e+00
4.369911991199120166e+03,1.847774155089382031e+00
4.370297029702970576e+03,1.846518604282688436e+00
4.370682068206820986e+03,1.845264770052652326e+00
4.371067106710671396e+03,1.844011414318198261e+00
4.371452145214521806e+03,1.842760325554617440e+00
4.371837183718371307e+03,1.841509236791039505e+00
4.372222222222222626e+03,1.840259858425470796e+00
4.372607260726072127e+03,1.839011733222810197e+00
4.372992299229923447e+03,1.837763608020143824e+00
4.373377337733772947e+03,1.836522907200573984e+00
4.373762376237623357e+03,1.835282357899023609e+00
4.374147414741473767e+03,1.834042594854477182e+00
4.374532453245324177e+03,1.832804099209280668e+00
4.374917491749174587e+03,1.831565603564084155e+00
4.375302530253024997e+03,1.830330786569639212e+00
4.375687568756875407e+03,1.829096972843581081e+00
4.376072607260725817e+03,1.827864320347772464e+00
4.376457645764576228e+03,1.826636664660916232e+00
4.376842684268426638e+03,1.825409008974059999e+00
4.377227722772277048e+03,1.824182581350690224e+00
4.377612761276127458e+03,1.822957002099680146e+00
4.377997799779977868e+03,1.821731422848670290e+00
4.378382838283828278e+03,1.820512359287558057e+00
4.378767876787678688e+03,1.819293333172939287e+00
4.379152915291529098e+03,1.818076127549092202e+00
4.379537953795379508e+03,1.816861685404042248e+00
4.379922992299229918e+03,1.815647243258992294e+00
4.380308030803080328e+03,1.814434482186249697e+00
4.380693069306930738e+03,1.813222141381583885e+00
4.381078107810781148e+03,1.812011534011618297e+00
4.381463146314631558e+03,1.810807738307586456e+00
4.381848184818481968e+03,1.809603942603554838e+00
4.382233223322332378e+03,1.808401882181916331e+00
4.382618261826182788e+03,1.807200951330892202e+00
4.383003300330033198e+03,1.806000047312038337e+00
4.383388338833883608e+03,1.804802246880852890e+00
4.383773377337734019e+03,1.803604446449667442e+00
4.384158415841584429e+03,1.802410057807290134e+00
4.384543454345434839e+03,1.801220549918347125e+00
4.384928492849285249e+03,1.800031042029404116e+00
4.385313531353134749e+03,1.798843216492795882e+00
4.385698569856986069e+03,1.797655774650573468e+00
4.386083608360835569e+03,1.796469395849968231e+00
4.386468646864686889e+03,1.795286849594114553e+00
4.386853685368536389e+03,1.794104303338266426e+00
4.387238723872386799e+03,1.792925722929087806e+00
4.387623762376237210e+03,1.791749573200127843e+00
4.388008800880087620e+03,1.790573470213523199e+00
4.388393839383938030e+03,1.789399365462603253e+00
4.388778877887788440e+03,1.788225260711683529e+00
4.389163916391638850e+03,1.787053892161540869e+00
4.389548954895489260e+03,1.785886214727882448e+00
4.389933993399339670e+03,1.784718537294224250e+00
4.390319031903190080e+03,1.783554543435564410e+00
4.390704070407040490e+03,1.782391311695870062e+00
4.391089108910890900e+03,1.781228556740256375e+00
4.391474147414741310e+03,1.780067385178689676e+00
4.391859185918591720e+03,1.778906213617122756e+00
4.392244224422442130e+03,1.777750042327769897e+00
4.392629262926292540e+03,1.776596754078251905e+00
4.393014301430142950e+03,1.775443567491973962e+00
4.393399339933993360e+03,1.774293016329685058e+00
4.393784378437843770e+03,1.773142465167395931e+00
4.394169416941694180e+03,1.771993226148856238e+00
4.394554455445544590e+03,1.770845657131451922e+00
4.394939493949395001e+03,1.769698088114047607e+00
4.395324532453245411e+03,1.768556686466847161e+00
4.395709570957095821e+03,1.767416434668328762e+00
4.396094609460946231e+03,1.766276698473258078e+00
4.396479647964796641e+03,1.765138545060864761e+00
4.396864686468647051e+03,1.764000391648471222e+00
4.397249724972497461e+03,1.762865112186892347e+00
4.397634763476347871e+03,1.761731389976195050e+00
4.398019801980198281e+03,1.760597956318447954e+00
4.398404840484048691e+03,1.759469844859556487e+00
4.398789878987899101e+03,1.758341733400664797e+00
4.399174917491749511e+03,1.757214574871184487e+00
4.399559955995599012e+03,1.756088561055653807e+00
4.399944994499450331e+03,1.754962547240117576e+00
4.400330033003299832e+03,1.753841287503690616e+00
4.400715071507151151e+03,1.752720820113775613e+00
4.401100110011000652e+03,1.751601382095859361e+00
4.401485148514851062e+03,1.750484873828998644e+00
4.401870187018701472e+03,1.749368365562137706e+00
4.402255225522551882e+03,1.748253236464044180e+00
4.402640264026402292e+03,1.747138808839719948e+00
4.403025302530252702e+03,1.746024782080431770e+00
4.403410341034103112e+03,1.744916454576222575e+00
4.403795379537953522e+03,1.743808127072013603e+00
4.404180418041803932e+03,1.742700961527877235e+00
4.404565456545654342e+03,1.741595113816506668e+00
4.404950495049504752e+03,1.740489266105135879e+00
4.405335533553355162e+03,1.739385659520391814e+00
4.405720572057205572e+03,1.738282383593674485e+00
4.406105610561055983e+03,1.737180513044880970e+00
4.406490649064906393e+03,1.736082360891843424e+00
4.406875687568756803e+03,1.734984208738806100e+00
4.407260726072607213e+03,1.733887392362901014e+00
4.407645764576457623e+03,1.732791212876514608e+00
4.408030803080308033e+03,1.731695283542997954e+00
4.408415841584158443e+03,1.730602230967486443e+00
4.408800880088008853e+03,1.729509178391974933e+00
4.409185918591859263e+03,1.728417899581201178e+00
4.409570957095709673e+03,1.727328520482956931e+00
4.409955995599560083e+03,1.726239141384712683e+00
4.410341034103410493e+03,1.725151475623696529e+00
4.410726072607260903e+03,1.724064030938451841e+00
4.411111111111111313e+03,1.722977480894168467e+00
4.411496149614961723e+03,1.721893136449879069e+00
4.411881188118812133e+03,1.720808792005589449e+00
4.412266226622662543e+03,1.719726207106969884e+00
4.412651265126512953e+03,1.718644407460136803e+00
4.413036303630363363e+03,1.717562789645849630e+00
4.413421342134213774e+03,1.716482918526017976e+00
4.413806380638063274e+03,1.715403047406188763e+00
4.414191419141914594e+03,1.714324549439285139e+00
4.414576457645764094e+03,1.713247440408684374e+00
4.414961496149615414e+03,1.712170331378078503e+00
4.415346534653464914e+03,1.711095047357023446e+00
4.415731573157315324e+03,1.710019966114804335e+00
4.416116611661165734e+03,1.708945477912331423e+00
4.416501650165016144e+03,1.707872354820217931e+00
4.416886688668866555e+03,1.706799231728104438e+00
4.417271727172716965e+03,1.705727531274388920e+00
4.417656765676567375e+03,1.704656424066644860e+00
4.418041804180417785e+03,1.703585530057793562e+00
4.418426842684268195e+03,1.702516386524063119e+00
4.418811881188118605e+03,1.701447242990332898e+00
4.419196919691969015e+03,1.700379009476423064e+00
4.419581958195819425e+03,1.699311645311056607e+00
4.419966996699669835e+03,1.698244281145690371e+00
4.420352035203520245e+03,1.697178470005698658e+00
4.420737073707370655e+03,1.696112804461835655e+00
4.421122112211221065e+03,1.695047766489450991e+00
4.421507150715071475e+03,1.693984079774573548e+00
4.421892189218921885e+03,1.692920393059696105e+00
4.422277227722772295e+03,1.691857717678079576e+00
4.422662266226622705e+03,1.690795435592731044e+00
4.423047304730473115e+03,1.689733359110793698e+00
4.423432343234323525e+03,1.688672750541582612e+00
4.423817381738173935e+03,1.687612141972371749e+00
4.424202420242024345e+03,1.686552571055294658e+00
4.424587458745874756e+03,1.685493936280903604e+00
4.424972497249725166e+03,1.684435301506512550e+00
4.425357535753575576e+03,1.683377711381732533e+00
4.425742574257425986e+03,1.682320201614615041e+00
4.426127612761276396e+03,1.681263318770410020e+00
4.426512651265125896e+03,1.680207700581048735e+00
4.426897689768977216e+03,1.679152082391682566e+00
4.427282728272826716e+03,1.678097758076848356e+00
4.427667766776678036e+03,1.677043901973414242e+00
4.428052805280527537e+03,1.675990163739637051e+00
4.428437843784378856e+03,1.674937167102416691e+00
4.428822882288228357e+03,1.673884170465201215e+00
4.429207920792079676e+03,1.672832229228576217e+00
4.429592959295929177e+03,1.671781187036907701e+00
4.429977997799779587e+03,1.670730144845236742e+00
4.430363036303629997e+03,1.669680344563950758e+00
4.430748074807480407e+03,1.668630619549960725e+00
4.431133113311330817e+03,1.667581257624733526e+00
4.431518151815181227e+03,1.666532582867494616e+00
4.431903190319031637e+03,1.665483908110255928e+00
4.432288228822882047e+03,1.664436700375202305e+00
4.432673267326732457e+03,1.663389985380424596e+00
4.433058305830582867e+03,1.662343416829819009e+00
4.433443344334433277e+03,1.661297668919196502e+00
4.433828382838283687e+03,1.660251921008573994e+00
4.434213421342134097e+03,1.659206987247545895e+00
4.434598459845984507e+03,1.658162708163510857e+00
4.434983498349834917e+03,1.657118429079476041e+00
4.435368536853685328e+03,1.656076050823054313e+00
4.435753575357535738e+03,1.655033757678316730e+00
4.436138613861386148e+03,1.653991559716613713e+00
4.436523652365236558e+03,1.652949530969194836e+00
4.436908690869086968e+03,1.651907502221775959e+00
4.437293729372937378e+03,1.650866887336645661e+00
4.437678767876787788e+03,1.649826711966758674e+00
4.438063806380638198e+03,1.648786807533557885e+00
4.438448844884488608e+03,1.647748267126432520e+00
4.438833883388339018e+03,1.646709726719307154e+00
4.439218921892189428e+03,1.645671219035138355e+00
4.439603960396039838e+03,1.644632736180951627e+00
4.439988998899890248e+03,1.643594253326764898e+00
4.440374037403740658e+03,1.642557792024395003e+00
4.440759075907590159e+03,1.641521390179434103e+00
4.441144114411441478e+03,1.640485329643243118e+00
4.441529152915290979e+03,1.639449839691956123e+00
4.441914191419142298e+03,1.638414349740664022e+00
4.442299229922991799e+03,1.637379206624986594e+00
4.442684268426843119e+03,1.636344162969515903e+00
4.443069306930692619e+03,1.635309502312673802e+00
4.443454345434543939e+03,1.634276586427334310e+00
4.443839383938393439e+03,1.633243670541999704e+00
4.444224422442243849e+03,1.632210729216425626e+00
4.444609460946094259e+03,1.631177769683622714e+00
4.444994499449944669e+03,1.630144810150820023e+00
4.445379537953795079e+03,1.629112895725441712e+00
4.445764576457645489e+03,1.628080996446548134e+00
4.446149614961495899e+03,1.627049935062251595e+00
4.446534653465346310e+03,1.626020192129747466e+00
4.446919691969196720e+03,1.624990449197243558e+00
4.447304730473047130e+03,1.623959893238211549e+00
4.447689768976897540e+03,1.622929123015870889e+00
4.448074807480747950e+03,1.621898717289426362e+00
4.448459845984598360e+03,1.620869823148905375e+00
4.448844884488448770e+03,1.619840929008384167e+00
4.449229922992299180e+03,1.618812971290709335e+00
4.449614961496149590e+03,1.617785645322419086e+00
4.450000000000000000e+03,1.616758319354128837e+00
4.450385038503850410e+03,1.615730276818230227e+00
4.450770077007700820e+03,1.614702234282331617e+00
4.451155115511551230e+03,1.613675058555001263e+00
4.451540154015401640e+03,1.612649167671577066e+00
4.451925192519252050e+03,1.611623276788152648e+00
4.452310231023102460e+03,1.610597877082566853e+00
4.452695269526952870e+03,1.609572595817027052e+00
4.453080308030803280e+03,1.608547320284652526e+00
4.453465346534653690e+03,1.607522066506891889e+00
4.453850385038504101e+03,1.606496812729131252e+00
4.454235423542354511e+03,1.605472870188354495e+00
4.454620462046204921e+03,1.604449760957062932e+00
4.455005500550054421e+03,1.603426645369040004e+00
4.455390539053905741e+03,1.602403091166374249e+00
4.455775577557755241e+03,1.601379536963713157e+00
4.456160616061606561e+03,1.600356353195319770e+00
4.456545654565456061e+03,1.599333687020023875e+00
4.456930693069307381e+03,1.598311020844723318e+00
4.457315731573156881e+03,1.597290124573964576e+00
4.457700770077008201e+03,1.596269616818830839e+00
4.458085808580857702e+03,1.595248768099283065e+00
4.458470847084708112e+03,1.594226730375604806e+00
4.458855885588558522e+03,1.593204692651926546e+00
4.459240924092408932e+03,1.592183823734217851e+00
4.459625962596259342e+03,1.591163653965285585e+00
4.460011001100109752e+03,1.590143527760557118e+00
4.460396039603960162e+03,1.589124882738754962e+00
4.460781078107810572e+03,1.588106237716952585e+00
4.461166116611660982e+03,1.587087190275297655e+00
4.461551155115511392e+03,1.586067612492247259e+00
4.461936193619361802e+03,1.585048034709196862e+00
4.462321232123212212e+03,1.584030300738381358e+00
4.462706270627062622e+03,1.583012933004242839e+00
4.463091309130913032e+03,1.581995699508523145e+00
4.463476347634763442e+03,1.580978897840006336e+00
4.463861386138613852e+03,1.579962096171489527e+00
4.464246424642464262e+03,1.578945299745642128e+00
4.464631463146314672e+03,1.577928506268796438e+00
4.465016501650165083e+03,1.576911809772298501e+00
4.465401540154015493e+03,1.575897279170239251e+00
4.465786578657865903e+03,1.574882748568179780e+00
4.466171617161716313e+03,1.573868079285425381e+00
4.466556655665566723e+03,1.572853237540781102e+00
4.466941694169417133e+03,1.571838395796136822e+00
4.467326732673267543e+03,1.570824432326605846e+00
4.467711771177117953e+03,1.569810625586303798e+00
4.468096809680968363e+03,1.568797387170508095e+00
4.468481848184817864e+03,1.567785840811767972e+00
4.468866886688669183e+03,1.566774294453023186e+00
4.469251925192518684e+03,1.565762007783278564e+00
4.469636963696370003e+03,1.564749329944832290e+00
4.470022002200219504e+03,1.563736766101586184e+00
4.470407040704070823e+03,1.562726083179059255e+00
4.470792079207920324e+03,1.561715400256536990e+00
4.471177117711771643e+03,1.560705406796466299e+00
4.471562156215621144e+03,1.559696222705371005e+00
4.471947194719471554e+03,1.558687038614273268e+00
4.472332233223321964e+03,1.557676824391530657e+00
4.472717271727172374e+03,1.556666446439255225e+00
4.473102310231022784e+03,1.555656667895700229e+00
4.473487348734873194e+03,1.554648545782695290e+00
4.473872387238723604e+03,1.553640423669690351e+00
4.474257425742574014e+03,1.552632458799859450e+00
4.474642464246424424e+03,1.551624571879636427e+00
4.475027502750274834e+03,1.550616656063265486e+00
4.475412541254125244e+03,1.549608364596968935e+00
4.475797579757975655e+03,1.548600073130672605e+00
4.476182618261826065e+03,1.547592863389596785e+00
4.476567656765676475e+03,1.546586852669247669e+00
4.476952695269526885e+03,1.545580841948898332e+00
4.477337733773377295e+03,1.544573504265814190e+00
4.477722772277227705e+03,1.543565980721500086e+00
4.478107810781078115e+03,1.542558601582059152e+00
4.478492849284928525e+03,1.541551593769435291e+00
4.478877887788778935e+03,1.540544585956811208e+00
4.479262926292629345e+03,1.539539135831664129e+00
4.479647964796479755e+03,1.538534409151328441e+00
4.480033003300330165e+03,1.537529349759845898e+00
4.480418041804180575e+03,1.536520741449463268e+00
4.480803080308030985e+03,1.535512133139080415e+00
4.481188118811881395e+03,1.534504430899125582e+00
4.481573157315731805e+03,1.533497677118858205e+00
4.481958195819582215e+03,1.532490923338591049e+00
4.482343234323432625e+03,1.531484983611679729e+00
4.482728272827282126e+03,1.530479143032295042e+00
4.483113311331133445e+03,1.529472175202253093e+00
